eid,pid,x,y
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1020847100762815390390123822295304634420,3,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1020847100762815390390123822295304634421,3,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1020847100762815390390123822295304634422,3,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1020847100762815390390123822295304634425,3,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1361129467683753853853498429727072845876,4,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1361129467683753853853498429727072845877,4,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1361129467683753853853498429727072845878,4,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1361129467683753853853498429727072845879,4,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1361129467683753853853498429727072845880,4,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1361129467683753853853498429727072845881,4,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1701411834604692317316873037158841057332,5,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1701411834604692317316873037158841057333,5,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1701411834604692317316873037158841057334,5,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1701411834604692317316873037158841057335,5,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1701411834604692317316873037158841057336,5,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-1701411834604692317316873037158841057337,5,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2041694201525630780780247644590609268788,6,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2041694201525630780780247644590609268789,6,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2041694201525630780780247644590609268790,6,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2041694201525630780780247644590609268791,6,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2041694201525630780780247644590609268792,6,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2041694201525630780780247644590609268793,6,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2381976568446569244243622252022377480244,7,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2381976568446569244243622252022377480245,7,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2381976568446569244243622252022377480246,7,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2381976568446569244243622252022377480247,7,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2381976568446569244243622252022377480248,7,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2381976568446569244243622252022377480249,7,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691700,8,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691701,8,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691702,8,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691703,8,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691704,8,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691705,8,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691706,8,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691707,8,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-2722258935367507707706996859454145691708,8,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903156,9,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903157,9,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903158,9,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903159,9,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903160,9,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903161,9,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903162,9,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903163,9,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3062541302288446171170371466885913903164,9,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114612,10,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114613,10,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114614,10,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114615,10,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114616,10,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114617,10,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114618,10,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114619,10,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3402823669209384634633746074317682114620,10,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326068,11,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326069,11,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326070,11,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326071,11,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326072,11,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326073,11,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326074,11,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326075,11,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-3743106036130323098097120681749450326076,11,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537524,12,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537525,12,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537526,12,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537527,12,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537528,12,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537529,12,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537530,12,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537531,12,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4083388403051261561560495289181218537532,12,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748980,13,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748981,13,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748982,13,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748983,13,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748984,13,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748985,13,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748986,13,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748987,13,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4423670769972200025023869896612986748988,13,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960436,14,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960437,14,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960438,14,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960439,14,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960440,14,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960441,14,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960442,14,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960443,14,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-4763953136893138488487244504044754960444,14,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5104235503814076951950619111476523171892,15,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5104235503814076951950619111476523171893,15,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5104235503814076951950619111476523171894,15,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5104235503814076951950619111476523171897,15,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5104235503814076951950619111476523171898,15,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5104235503814076951950619111476523171899,15,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5104235503814076951950619111476523171900,15,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5444517870735015415413993718908291383348,16,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5444517870735015415413993718908291383349,16,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5444517870735015415413993718908291383350,16,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5444517870735015415413993718908291383353,16,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5444517870735015415413993718908291383354,16,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5444517870735015415413993718908291383355,16,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5444517870735015415413993718908291383356,16,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5784800237655953878877368326340059594807,17,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5784800237655953878877368326340059594808,17,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5784800237655953878877368326340059594809,17,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5784800237655953878877368326340059594810,17,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5784800237655953878877368326340059594811,17,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-5784800237655953878877368326340059594812,17,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6125082604576892342340742933771827806263,18,55
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6125082604576892342340742933771827806264,18,56
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6125082604576892342340742933771827806265,18,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6125082604576892342340742933771827806266,18,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6125082604576892342340742933771827806267,18,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6125082604576892342340742933771827806268,18,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6465364971497830805804117541203596017721,19,57
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6465364971497830805804117541203596017722,19,58
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6465364971497830805804117541203596017723,19,59
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-6465364971497830805804117541203596017724,19,60
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-680564733841876926926749214863536422964,2,52
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-680564733841876926926749214863536422965,2,53
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-680564733841876926926749214863536422966,2,54
estate-0x959e104e1a4db6317fa58f8295f586e1a978c297-1952,parcel-0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d-680564733841876926926749214863536422969,2,57
